SR CREATE DATE,SR TYPE,count_sr_type,rank_no,call_year,call_month,call_day
2017-12-07,Missed Garbage Pickup,56,3,2017,12,7
2017-12-08,Traffic Signal Maintenance,100,1,2017,12,8
2017-12-08,Missed Garbage Pickup,83,2,2017,12,8
2017-12-08,Water Leak,70,3,2017,12,8
2017-12-09,Water Leak,85,1,2017,12,9
2017-12-09,Sewer Wastewater,52,2,2017,12,9
2017-12-09,Traffic Signal Maintenance,37,3,2017,12,9
2017-12-10,Water Leak,84,1,2017,12,10
2017-12-10,Sewer Wastewater,43,2,2017,12,10
2017-12-10,Traffic Signal Maintenance,20,3,2017,12,10
2017-12-11,Water Leak,147,1,2017,12,11
2017-12-11,Sewer Wastewater,105,2,2017,12,11
2017-12-11,Container Problem,76,3,2017,12,11
2017-12-12,Missed Garbage Pickup,129,1,2017,12,12
2017-12-12,Traffic Signs,128,2,2017,12,12
2017-12-12,Water Leak,111,3,2017,12,12
2017-12-13,Water Leak,115,1,2017,12,13
2017-12-13,Container Problem,67,2,2017,12,13
2017-12-13,Sewer Wastewater,66,3,2017,12,13
2017-12-14,Water Leak,95,1,2017,12,14
2017-12-14,Container Problem,81,2,2017,12,14
2017-12-14,Sewer Wastewater,77,3,2017,12,14
2017-12-15,Water Leak,87,1,2017,12,15
2017-12-15,Container Problem,79,2,2017,12,15
2017-12-15,Sewer Wastewater,72,3,2017,12,15
2017-12-16,Sewer Wastewater,52,1,2017,12,16
2017-12-16,Water Leak,38,2,2017,12,16
2017-12-16,Traffic Signal Maintenance,30,3,2017,12,16
2017-12-17,Water Leak,67,1,2017,12,17
2017-12-17,Sewer Wastewater,38,2,2017,12,17
2017-12-17,Traffic Signal Maintenance,27,3,2017,12,17
2017-12-18,Water Leak,103,1,2017,12,18
2017-12-18,Container Problem,97,2,2017,12,18
2017-12-18,Sewer Wastewater,96,3,2017,12,18
2017-12-19,Missed Garbage Pickup,114,1,2017,12,19
2017-12-19,Container Problem,81,2,2017,12,19
2017-12-19,Sewer Wastewater,80,3,2017,12,19
2017-12-20,Water Leak,96,1,2017,12,20
2017-12-20,Sewer Wastewater,80,2,2017,12,20
2017-12-20,Missed Garbage Pickup,66,3,2017,12,20
2017-12-21,Water Leak,94,1,2017,12,21
2017-12-21,Sewer Wastewater,75,2,2017,12,21
2017-12-21,Container Problem,69,3,2017,12,21
2017-12-22,Missed Garbage Pickup,65,1,2017,12,22
2017-12-22,Container Problem,62,2,2017,12,22
2017-12-22,Sewer Wastewater,51,3,2017,12,22
2017-12-23,Sewer Wastewater,56,1,2017,12,23
2017-12-23,Water Leak,35,2,2017,12,23
2017-12-23,Missed Garbage Pickup,33,3,2017,12,23
2017-12-24,Water Leak,126,1,2017,12,24
2017-12-24,Sewer Wastewater,43,2,2017,12,24
2017-12-24,Water Service,38,3,2017,12,24
2017-12-25,Sewer Wastewater,33,1,2017,12,25
2017-12-25,Water Leak,23,2,2017,12,25
2017-12-25,Traffic Signal Maintenance,13,3,2017,12,25
2017-12-26,Water Leak,100,1,2017,12,26
2017-12-26,Sewer Wastewater,91,2,2017,12,26
2017-12-26,Container Problem,89,3,2017,12,26
2017-12-27,Missed Garbage Pickup,128,1,2017,12,27
2017-12-27,Container Problem,100,2,2017,12,27
2017-12-27,Sewer Wastewater,58,3,2017,12,27
2017-12-28,Missed Garbage Pickup,121,1,2017,12,28
2017-12-28,Container Problem,90,2,2017,12,28
2017-12-28,Sewer Wastewater,85,3,2017,12,28
2017-12-29,Missed Garbage Pickup,108,1,2017,12,29
2017-12-29,Sewer Wastewater,75,2,2017,12,29
2017-12-29,Container Problem,74,3,2017,12,29
2017-12-30,Water Leak,60,1,2017,12,30
2017-12-30,Sewer Wastewater,55,2,2017,12,30
2017-12-30,Missed Garbage Pickup,40,3,2017,12,30
2017-12-31,Water Leak,66,1,2017,12,31
2017-12-31,Sewer Wastewater,34,2,2017,12,31
2017-12-31,Nuisance On Property,34,3,2017,12,31
2018-01-01,Water Leak,41,1,2018,1,1
2018-01-01,Sewer Wastewater,26,2,2018,1,1
2018-01-01,Nuisance On Property,23,3,2018,1,1
2018-01-02,Water Leak,117,1,2018,1,2
2018-01-02,Container Problem,116,2,2018,1,2
2018-01-02,Sewer Wastewater,95,3,2018,1,2
2018-01-03,Water Leak,173,1,2018,1,3
2018-01-03,Missed Garbage Pickup,116,2,2018,1,3
2018-01-03,Water Service,112,3,2018,1,3
2018-01-04,Missed Garbage Pickup,176,1,2018,1,4
2018-01-04,Water Leak,153,2,2018,1,4
2018-01-04,Missed Recycling Pickup,151,3,2018,1,4
2018-01-05,Missed Recycling Pickup,244,1,2018,1,5
2018-01-05,Missed Garbage Pickup,137,2,2018,1,5
2018-01-05,Water Leak,109,3,2018,1,5
2018-01-06,Water Leak,84,1,2018,1,6
2018-01-06,Missed Recycling Pickup,51,2,2018,1,6
2018-01-06,Missed Garbage Pickup,50,3,2018,1,6
2018-01-07,Water Leak,65,1,2018,1,7
2018-01-07,Sewer Wastewater,57,2,2018,1,7
2018-01-07,Water Service,37,3,2018,1,7
2018-01-08,Water Leak,141,1,2018,1,8
2018-01-08,Sewer Wastewater,135,2,2018,1,8
2018-01-08,Container Problem,121,3,2018,1,8
2018-01-09,Missed Garbage Pickup,133,1,2018,1,9
2018-01-09,Water Leak,129,2,2018,1,9
2018-01-09,Container Problem,116,3,2018,1,9
2018-01-10,Water Leak,102,1,2018,1,10
2018-01-10,Sewer Wastewater,91,2,2018,1,10
2018-01-10,Missed Garbage Pickup,86,3,2018,1,10
2018-01-11,Nuisance On Property,86,1,2018,1,11
2018-01-11,Missed Garbage Pickup,81,2,2018,1,11
2018-01-11,Container Problem,78,3,2018,1,11
2018-01-12,Missed Garbage Pickup,101,1,2018,1,12
2018-01-12,Container Problem,94,2,2018,1,12
2018-01-12,Water Leak,86,3,2018,1,12
2018-01-13,Sewer Wastewater,68,1,2018,1,13
2018-01-13,Water Leak,54,2,2018,1,13
2018-01-13,Water Service,40,3,2018,1,13
2018-01-14,Sewer Wastewater,51,1,2018,1,14
2018-01-14,Water Leak,34,2,2018,1,14
2018-01-14,Nuisance On Property,34,3,2018,1,14
2018-01-15,Sewer Wastewater,93,1,2018,1,15
2018-01-15,Water Leak,90,2,2018,1,15
2018-01-15,Heavy Trash Violation,41,3,2018,1,15
2018-01-16,Traffic Signal Maintenance,49,1,2018,1,16
2018-01-16,Container Problem,46,2,2018,1,16
2018-01-16,Water Service,44,3,2018,1,16
2018-01-17,Water Leak,392,1,2018,1,17
2018-01-17,Water Main Valve,268,2,2018,1,17
2018-01-17,Water Service,250,3,2018,1,17
2018-01-18,Water Leak,322,1,2018,1,18
2018-01-18,Water Main Valve,268,2,2018,1,18
2018-01-18,Water Service,245,3,2018,1,18
2018-01-19,Water Leak,255,1,2018,1,19
2018-01-19,Water Main Valve,152,2,2018,1,19
2018-01-19,Water Service,140,3,2018,1,19
2018-01-20,Water Leak,39,1,2018,1,20
2018-01-20,Water Main Valve,33,2,2018,1,20
2018-01-20,Missed Garbage Pickup,33,3,2018,1,20
2018-01-21,Water Leak,93,1,2018,1,21
2018-01-21,Sewer Wastewater,54,2,2018,1,21
2018-01-21,Water Service,49,3,2018,1,21
2018-01-22,Water Leak,216,1,2018,1,22
2018-01-22,Sewer Wastewater,136,2,2018,1,22
2018-01-22,Water Service,105,3,2018,1,22
2018-01-23,Water Leak,214,1,2018,1,23
2018-01-23,Container Problem,121,2,2018,1,23
2018-01-23,Missed Garbage Pickup,118,3,2018,1,23
2018-01-24,Water Leak,195,1,2018,1,24
2018-01-24,Sewer Wastewater,109,2,2018,1,24
2018-01-24,Missed Garbage Pickup,94,3,2018,1,24
2018-01-25,Water Leak,178,1,2018,1,25
2018-01-25,Sewer Wastewater,93,2,2018,1,25
2018-01-25,Container Problem,88,3,2018,1,25
2018-01-26,Water Leak,165,1,2018,1,26
2018-01-26,Container Problem,110,2,2018,1,26
2018-01-26,Missed Garbage Pickup,108,3,2018,1,26
2018-01-27,Water Leak,49,1,2018,1,27
2018-01-27,Sewer Wastewater,48,2,2018,1,27
2018-01-27,Missed Garbage Pickup,39,3,2018,1,27
2018-01-28,Water Leak,68,1,2018,1,28
2018-01-28,Sewer Wastewater,39,2,2018,1,28
2018-01-28,Water Service,23,3,2018,1,28
2018-01-29,Water Leak,202,1,2018,1,29
2018-01-29,Container Problem,126,2,2018,1,29
2018-01-29,Sewer Wastewater,122,3,2018,1,29
2018-01-30,Missed Recycling Pickup,253,1,2018,1,30
2018-01-30,Water Leak,162,2,2018,1,30
2018-01-30,Missed Garbage Pickup,128,3,2018,1,30
2018-01-31,Water Leak,129,1,2018,1,31
2018-01-31,Missed Garbage Pickup,117,2,2018,1,31
2018-01-31,Sewer Wastewater,108,3,2018,1,31
2018-02-01,Water Leak,160,1,2018,2,1
2018-02-01,Sewer Wastewater,92,2,2018,2,1
2018-02-01,Missed Garbage Pickup,82,3,2018,2,1
2018-02-02,Water Leak,92,1,2018,2,2
2018-02-02,Missed Garbage Pickup,78,2,2018,2,2
2018-02-02,Sewer Wastewater,70,3,2018,2,2
2018-02-03,Water Leak,42,1,2018,2,3
2018-02-03,Sewer Wastewater,41,2,2018,2,3
2018-02-03,Missed Recycling Pickup,31,3,2018,2,3
2018-02-04,Water Leak,51,1,2018,2,4
2018-02-04,Sewer Wastewater,29,2,2018,2,4
2018-02-04,Traffic Signal Maintenance,21,3,2018,2,4
2018-02-05,Sewer Wastewater,130,1,2018,2,5
2018-02-05,Water Leak,109,2,2018,2,5
2018-02-05,Container Problem,101,3,2018,2,5
2018-02-06,Container Problem,143,1,2018,2,6
2018-02-06,Missed Garbage Pickup,133,2,2018,2,6
2018-02-06,Water Leak,109,3,2018,2,6
2018-02-07,Sewer Wastewater,86,1,2018,2,7
2018-02-07,Street Condition,72,2,2018,2,7
2018-02-07,Water Leak,67,3,2018,2,7
2018-02-08,Sewer Wastewater,96,1,2018,2,8
2018-02-08,Water Leak,94,2,2018,2,8
2018-02-08,Container Problem,74,3,2018,2,8
2018-02-09,Water Leak,110,1,2018,2,9
2018-02-09,Container Problem,108,2,2018,2,9
2018-02-09,Sewer Wastewater,86,3,2018,2,9
2018-02-10,Sewer Wastewater,160,1,2018,2,10
2018-02-10,Drainage,88,2,2018,2,10
2018-02-10,Traffic Signal Maintenance,50,3,2018,2,10
2018-02-11,Sewer Wastewater,53,1,2018,2,11
2018-02-11,Water Leak,31,2,2018,2,11
2018-02-11,Traffic Signal Maintenance,30,3,2018,2,11
2018-02-12,Sewer Wastewater,140,1,2018,2,12
2018-02-12,Container Problem,109,2,2018,2,12
2018-02-12,Water Leak,90,3,2018,2,12
2018-02-13,Missed Garbage Pickup,99,1,2018,2,13
2018-02-13,Container Problem,95,2,2018,2,13
2018-02-13,Sewer Wastewater,90,3,2018,2,13
2018-02-14,Sewer Wastewater,102,1,2018,2,14
2018-02-14,Water Leak,82,2,2018,2,14
2018-02-14,Traffic Signal Maintenance,59,3,2018,2,14
2018-02-15,Water Leak,122,1,2018,2,15
2018-02-15,Container Problem,86,2,2018,2,15
2018-02-15,Sewer Wastewater,83,3,2018,2,15
2018-02-16,Water Leak,128,1,2018,2,16
2018-02-16,Sewer Wastewater,123,2,2018,2,16
2018-02-16,Container Problem,87,3,2018,2,16
2018-02-17,Water Leak,55,1,2018,2,17
2018-02-17,Water Quality,41,2,2018,2,17
2018-02-17,Sewer Wastewater,40,3,2018,2,17
2018-02-18,Water Leak,51,1,2018,2,18
2018-02-18,Sewer Wastewater,47,2,2018,2,18
2018-02-18,Dead Animal Collection,25,3,2018,2,18
2018-02-19,Container Problem,111,1,2018,2,19
2018-02-19,Sewer Wastewater,111,2,2018,2,19
2018-02-19,Water Leak,109,3,2018,2,19
2018-02-20,Water Leak,106,1,2018,2,20
2018-02-20,Container Problem,106,2,2018,2,20
2018-02-20,Sewer Wastewater,102,3,2018,2,20
2018-02-21,Sewer Wastewater,94,1,2018,2,21
2018-02-21,Drainage,79,2,2018,2,21
2018-02-21,Container Problem,69,3,2018,2,21
2018-02-22,Sewer Wastewater,99,1,2018,2,22
2018-02-22,Container Problem,86,2,2018,2,22
2018-02-22,Missed Garbage Pickup,64,3,2018,2,22
2018-02-23,Water Leak,131,1,2018,2,23
2018-02-23,Sewer Wastewater,102,2,2018,2,23
2018-02-23,Container Problem,92,3,2018,2,23
2018-02-24,Water Leak,61,1,2018,2,24
2018-02-24,Sewer Wastewater,46,2,2018,2,24
2018-02-24,Traffic Signal Maintenance,29,3,2018,2,24
2018-02-25,Water Leak,61,1,2018,2,25
2018-02-25,Traffic Signal Maintenance,31,2,2018,2,25
2018-02-25,Sewer Wastewater,31,3,2018,2,25
2018-02-26,Water Leak,120,1,2018,2,26
2018-02-26,Sewer Wastewater,103,2,2018,2,26
2018-02-26,Container Problem,87,3,2018,2,26
2018-02-27,Water Leak,124,1,2018,2,27
2018-02-27,Sewer Wastewater,102,2,2018,2,27
2018-02-27,Container Problem,96,3,2018,2,27
2018-02-28,Water Leak,137,1,2018,2,28
2018-02-28,Sewer Wastewater,88,2,2018,2,28
2018-02-28,Container Problem,61,3,2018,2,28
2018-03-01,Water Leak,145,1,2018,3,1
2018-03-01,Sewer Wastewater,96,2,2018,3,1
2018-03-01,Container Problem,78,3,2018,3,1
2018-03-02,Water Leak,127,1,2018,3,2
2018-03-02,Container Problem,84,2,2018,3,2
2018-03-02,Missed Garbage Pickup,80,3,2018,3,2
2018-03-03,Water Service,130,1,2018,3,3
2018-03-03,Water Leak,97,2,2018,3,3
2018-03-03,Sewer Wastewater,50,3,2018,3,3
2018-03-04,Water Service,77,1,2018,3,4
2018-03-04,Water Leak,71,2,2018,3,4
2018-03-04,Sewer Wastewater,30,3,2018,3,4
2018-03-05,Water Leak,138,1,2018,3,5
2018-03-05,Container Problem,109,2,2018,3,5
2018-03-05,Heavy Trash Violation,88,3,2018,3,5
2018-03-06,Water Leak,117,1,2018,3,6
2018-03-06,Container Problem,111,2,2018,3,6
2018-03-06,Missed Garbage Pickup,91,3,2018,3,6
2018-03-07,Water Leak,121,1,2018,3,7
2018-03-07,Sewer Wastewater,82,2,2018,3,7
2018-03-07,Container Problem,76,3,2018,3,7
2018-03-08,Water Leak,94,1,2018,3,8
2018-03-08,Missed Garbage Pickup,82,2,2018,3,8
2018-03-08,Container Problem,76,3,2018,3,8
2018-03-09,Missed Garbage Pickup,94,1,2018,3,9
2018-03-09,Water Leak,91,2,2018,3,9
2018-03-09,Container Problem,84,3,2018,3,9
2018-03-10,Water Leak,60,1,2018,3,10
2018-03-10,Sewer Wastewater,44,2,2018,3,10
2018-03-10,Missed Garbage Pickup,34,3,2018,3,10
2018-03-11,Water Leak,32,1,2018,3,11
2018-03-11,Sewer Wastewater,24,2,2018,3,11
2018-03-11,Nuisance On Property,20,3,2018,3,11
2018-03-12,Water Leak,111,1,2018,3,12
2018-03-12,Container Problem,111,2,2018,3,12
2018-03-12,Sewer Wastewater,76,3,2018,3,12
2018-03-13,Container Problem,124,1,2018,3,13
2018-03-13,Sewer Wastewater,98,2,2018,3,13
2018-03-13,Water Leak,91,3,2018,3,13
2018-03-14,Water Leak,125,1,2018,3,14
2018-03-14,Container Problem,74,2,2018,3,14
2018-03-14,Sewer Wastewater,64,3,2018,3,14
2018-03-15,Container Problem,110,1,2018,3,15
2018-03-15,Water Leak,89,2,2018,3,15
2018-03-15,Missed Garbage Pickup,69,3,2018,3,15
2018-03-16,Missed Garbage Pickup,95,1,2018,3,16
2018-03-16,Water Leak,89,2,2018,3,16
2018-03-16,Sewer Wastewater,78,3,2018,3,16
2018-03-17,Water Leak,48,1,2018,3,17
2018-03-17,Missed Garbage Pickup,44,2,2018,3,17
2018-03-17,Sewer Wastewater,40,3,2018,3,17
2018-03-18,Sewer Wastewater,44,1,2018,3,18
2018-03-18,Water Leak,41,2,2018,3,18
2018-03-18,Dead Animal Collection,26,3,2018,3,18
2018-03-19,Container Problem,120,1,2018,3,19
2018-03-19,Nuisance On Property,118,2,2018,3,19
2018-03-19,Water Leak,116,3,2018,3,19
2018-03-20,Missed Garbage Pickup,131,1,2018,3,20
2018-03-20,Container Problem,125,2,2018,3,20
2018-03-20,Water Leak,95,3,2018,3,20
2018-03-21,Missed Garbage Pickup,89,1,2018,3,21
2018-03-21,Sewer Wastewater,82,2,2018,3,21
2018-03-21,Water Leak,81,3,2018,3,21
2018-03-22,Container Problem,104,1,2018,3,22
2018-03-22,Water Leak,80,2,2018,3,22
2018-03-22,Sewer Wastewater,74,3,2018,3,22
2018-03-23,Missed Garbage Pickup,112,1,2018,3,23
2018-03-23,Container Problem,96,2,2018,3,23
2018-03-23,Water Leak,69,3,2018,3,23
2018-03-24,Water Leak,51,1,2018,3,24
2018-03-24,Sewer Wastewater,37,2,2018,3,24
2018-03-24,Dead Animal Collection,28,3,2018,3,24
2018-03-25,Nuisance On Property,29,1,2018,3,25
2018-03-25,Sewer Wastewater,27,2,2018,3,25
2018-03-25,Water Leak,27,3,2018,3,25
2018-03-26,Container Problem,98,1,2018,3,26
2018-03-26,Missed Garbage Pickup,96,2,2018,3,26
2018-03-26,Water Leak,93,3,2018,3,26
2018-03-27,Missed Garbage Pickup,109,1,2018,3,27
2018-03-27,Container Problem,103,2,2018,3,27
2018-03-27,Water Leak,71,3,2018,3,27
2018-03-28,Nuisance On Property,98,1,2018,3,28
2018-03-28,Water Leak,94,2,2018,3,28
2018-03-28,Trash Dumping or Illegal Dumpsite,88,3,2018,3,28
2018-03-29,Traffic Signal Maintenance,155,1,2018,3,29
2018-03-29,Street Hazard,103,2,2018,3,29
2018-03-29,Drainage,82,3,2018,3,29
2018-03-30,Water Service,86,1,2018,3,30
2018-03-30,Missed Garbage Pickup,72,2,2018,3,30
2018-03-30,Container Problem,70,3,2018,3,30
2018-03-31,Sewer Wastewater,40,1,2018,3,31
2018-03-31,Water Leak,34,2,2018,3,31
2018-03-31,Traffic Signal Maintenance,26,3,2018,3,31
2018-04-01,Water Leak,27,1,2018,4,1
2018-04-01,Traffic Signal Maintenance,20,2,2018,4,1
2018-04-01,Sewer Wastewater,20,3,2018,4,1
2018-04-02,Container Problem,119,1,2018,4,2
2018-04-02,Sewer Wastewater,91,2,2018,4,2
2018-04-02,Missed Garbage Pickup,69,3,2018,4,2
2018-04-03,Container Problem,113,1,2018,4,3
2018-04-03,Nuisance On Property,106,2,2018,4,3
2018-04-03,Water Leak,100,3,2018,4,3
2018-04-04,Traffic Signal Maintenance,130,1,2018,4,4
2018-04-04,Nuisance On Property,93,2,2018,4,4
2018-04-04,Container Problem,77,3,2018,4,4
2018-04-05,Nuisance On Property,102,1,2018,4,5
2018-04-05,Traffic Signs,85,2,2018,4,5
2018-04-05,Missed Heavy Trash Pickup,80,3,2018,4,5
2018-04-06,Missed Heavy Trash Pickup,133,1,2018,4,6
2018-04-06,Nuisance On Property,103,2,2018,4,6
2018-04-06,Missed Garbage Pickup,92,3,2018,4,6
2018-04-07,Traffic Signal Maintenance,41,1,2018,4,7
2018-04-07,Missed Heavy Trash Pickup,39,2,2018,4,7
2018-04-07,Water Leak,28,3,2018,4,7
2018-04-08,Trash Dumping or Illegal Dumpsite,26,1,2018,4,8
2018-04-08,Traffic Signal Maintenance,25,2,2018,4,8
2018-04-08,Water Leak,24,3,2018,4,8
2018-04-09,Container Problem,91,1,2018,4,9
2018-04-09,Sewer Wastewater,77,2,2018,4,9
2018-04-09,Junk Motor Vehicle,44,3,2018,4,9
2018-04-10,Container Problem,97,1,2018,4,10
2018-04-10,Missed Garbage Pickup,96,2,2018,4,10
2018-04-10,Water Leak,89,3,2018,4,10
2018-04-11,Missed Heavy Trash Pickup,86,1,2018,4,11
2018-04-11,Missed Garbage Pickup,73,2,2018,4,11
2018-04-11,Water Leak,71,3,2018,4,11
2018-04-12,Missed Heavy Trash Pickup,117,1,2018,4,12
2018-04-12,Container Problem,97,2,2018,4,12
2018-04-12,Missed Garbage Pickup,88,3,2018,4,12
2018-04-13,Missed Heavy Trash Pickup,165,1,2018,4,13
2018-04-13,Missed Garbage Pickup,107,2,2018,4,13
2018-04-13,Container Problem,81,3,2018,4,13
2018-04-14,Missed Heavy Trash Pickup,129,1,2018,4,14
2018-04-14,Traffic Signal Maintenance,54,2,2018,4,14
2018-04-14,Water Leak,32,3,2018,4,14
2018-04-15,Water Leak,45,1,2018,4,15
2018-04-15,Traffic Signal Maintenance,27,2,2018,4,15
2018-04-15,Traffic Signs,21,3,2018,4,15
2018-04-16,Container Problem,105,1,2018,4,16
2018-04-16,Missed Garbage Pickup,99,2,2018,4,16
2018-04-16,Water Leak,96,3,2018,4,16
2018-04-17,Missed Garbage Pickup,155,1,2018,4,17
2018-04-17,Container Problem,115,2,2018,4,17
2018-04-17,Missed Heavy Trash Pickup,93,3,2018,4,17
2018-04-18,Missed Heavy Trash Pickup,175,1,2018,4,18
2018-04-18,Container Problem,75,2,2018,4,18
2018-04-18,Missed Garbage Pickup,72,3,2018,4,18
2018-04-19,Missed Heavy Trash Pickup,249,1,2018,4,19
2018-04-19,Nuisance On Property,117,2,2018,4,19
2018-04-19,Container Problem,76,3,2018,4,19
2018-04-20,Missed Heavy Trash Pickup,347,1,2018,4,20
2018-04-20,Missed Garbage Pickup,103,2,2018,4,20
2018-04-20,Container Problem,101,3,2018,4,20
2018-04-21,Missed Heavy Trash Pickup,139,1,2018,4,21
2018-04-21,Missed Garbage Pickup,40,2,2018,4,21
2018-04-21,Parking Violation,28,3,2018,4,21
2018-04-22,Traffic Signal Maintenance,42,1,2018,4,22
2018-04-22,Sewer Wastewater,39,2,2018,4,22
2018-04-22,Water Leak,39,3,2018,4,22
2018-04-23,Missed Heavy Trash Pickup,219,1,2018,4,23
2018-04-23,Container Problem,97,2,2018,4,23
2018-04-23,Water Leak,87,3,2018,4,23
2018-04-24,Missed Heavy Trash Pickup,248,1,2018,4,24
2018-04-24,Missed Garbage Pickup,112,2,2018,4,24
2018-04-24,Missed Recycling Pickup,106,3,2018,4,24
2018-04-25,Missed Heavy Trash Pickup,355,1,2018,4,25
2018-04-25,Missed Recycling Pickup,87,2,2018,4,25
2018-04-25,Water Leak,78,3,2018,4,25
2018-04-26,Missed Heavy Trash Pickup,456,1,2018,4,26
2018-04-26,Nuisance On Property,85,2,2018,4,26
2018-04-26,Container Problem,74,3,2018,4,26
2018-04-27,Missed Heavy Trash Pickup,542,1,2018,4,27
2018-04-27,Missed Garbage Pickup,112,2,2018,4,27
2018-04-27,Container Problem,84,3,2018,4,27
2018-04-28,Missed Heavy Trash Pickup,194,1,2018,4,28
2018-04-28,Missed Garbage Pickup,43,2,2018,4,28
2018-04-28,Water Leak,28,3,2018,4,28
2018-04-29,Missed Heavy Trash Pickup,76,1,2018,4,29
2018-04-29,Sewer Wastewater,29,2,2018,4,29
2018-04-29,Water Leak,25,3,2018,4,29
2018-04-30,Missed Heavy Trash Pickup,253,1,2018,4,30
2018-04-30,Container Problem,84,2,2018,4,30
2018-04-30,Missed Garbage Pickup,81,3,2018,4,30
2018-05-01,Missed Heavy Trash Pickup,119,1,2018,5,1
2018-05-01,Container Problem,99,2,2018,5,1
2018-05-01,Missed Garbage Pickup,93,3,2018,5,1
2018-05-02,Missed Heavy Trash Pickup,84,1,2018,5,2
2018-05-02,Sewer Wastewater,72,2,2018,5,2
2018-05-02,Water Leak,67,3,2018,5,2
2018-05-03,Missed Heavy Trash Pickup,116,1,2018,5,3
2018-05-03,Container Problem,95,2,2018,5,3
2018-05-03,Missed Garbage Pickup,91,3,2018,5,3
2018-05-04,Missed Heavy Trash Pickup,125,1,2018,5,4
2018-05-04,Missed Garbage Pickup,106,2,2018,5,4
2018-05-04,Container Problem,92,3,2018,5,4
2018-05-05,Missed Heavy Trash Pickup,48,1,2018,5,5
2018-05-05,Sewer Wastewater,36,2,2018,5,5
2018-05-05,Missed Garbage Pickup,31,3,2018,5,5
2018-05-06,Traffic Signal Maintenance,32,1,2018,5,6
2018-05-06,Sewer Wastewater,22,2,2018,5,6
2018-05-06,Water Leak,19,3,2018,5,6
2018-05-07,Container Problem,119,1,2018,5,7
2018-05-07,Missed Heavy Trash Pickup,101,2,2018,5,7
2018-05-07,Missed Garbage Pickup,93,3,2018,5,7
2018-05-08,Nuisance On Property,278,1,2018,5,8
2018-05-08,Unclassified 311 Web Request,257,2,2018,5,8
2018-05-08,Trash Dumping or Illegal Dumpsite,228,3,2018,5,8
2018-05-09,Missed Heavy Trash Pickup,158,1,2018,5,9
2018-05-09,Nuisance On Property,98,2,2018,5,9
2018-05-09,Container Problem,90,3,2018,5,9
2018-05-10,Missed Heavy Trash Pickup,147,1,2018,5,10
2018-05-10,Sewer Wastewater,80,2,2018,5,10
2018-05-10,Container Problem,79,3,2018,5,10
2018-05-11,Missed Heavy Trash Pickup,116,1,2018,5,11
2018-05-11,Missed Garbage Pickup,96,2,2018,5,11
2018-05-11,Container Problem,77,3,2018,5,11
2018-05-12,Missed Heavy Trash Pickup,42,1,2018,5,12
2018-05-12,Water Leak,35,2,2018,5,12
2018-05-12,Missed Garbage Pickup,34,3,2018,5,12
2018-05-13,Traffic Signal Maintenance,26,1,2018,5,13
2018-05-13,Heavy Trash Violation,18,2,2018,5,13
2018-05-13,Street Hazard,18,3,2018,5,13
2018-05-14,Nuisance On Property,105,1,2018,5,14
2018-05-14,Container Problem,102,2,2018,5,14
2018-05-14,Missed Garbage Pickup,85,3,2018,5,14
2018-05-15,Nuisance On Property,97,1,2018,5,15
2018-05-15,Container Problem,84,2,2018,5,15
2018-05-15,Missed Garbage Pickup,84,3,2018,5,15
2018-05-16,Missed Garbage Pickup,142,1,2018,5,16
2018-05-16,Missed Recycling Pickup,98,2,2018,5,16
2018-05-16,Container Problem,87,3,2018,5,16
2018-05-17,Missed Garbage Pickup,109,1,2018,5,17
2018-05-17,Container Problem,76,2,2018,5,17
2018-05-17,Nuisance On Property,70,3,2018,5,17
2018-05-18,Missed Recycling Pickup,328,1,2018,5,18
2018-05-18,Missed Garbage Pickup,169,2,2018,5,18
2018-05-18,Container Problem,84,3,2018,5,18
2018-05-19,Missed Recycling Pickup,79,1,2018,5,19
2018-05-19,Missed Garbage Pickup,39,2,2018,5,19
2018-05-19,Water Leak,39,3,2018,5,19
2018-05-20,Traffic Signal Maintenance,45,1,2018,5,20
2018-05-20,Water Leak,40,2,2018,5,20
2018-05-20,Sewer Wastewater,25,3,2018,5,20
2018-05-21,Water Leak,141,1,2018,5,21
2018-05-21,Traffic Signal Maintenance,122,2,2018,5,21
2018-05-21,Container Problem,102,3,2018,5,21
2018-05-22,Missed Garbage Pickup,147,1,2018,5,22
2018-05-22,Traffic Signal Maintenance,116,2,2018,5,22
2018-05-22,Container Problem,115,3,2018,5,22
2018-05-23,Water Leak,78,1,2018,5,23
2018-05-23,Container Problem,78,2,2018,5,23
2018-05-23,Missed Recycling Pickup,75,3,2018,5,23
2018-05-24,Nuisance On Property,73,1,2018,5,24
2018-05-24,Container Problem,68,2,2018,5,24
2018-05-24,Missed Garbage Pickup,65,3,2018,5,24
2018-05-25,Missed Garbage Pickup,94,1,2018,5,25
2018-05-25,Container Problem,83,2,2018,5,25
2018-05-25,Traffic Signal Maintenance,63,3,2018,5,25
2018-05-26,Street Hazard,49,1,2018,5,26
2018-05-26,Traffic Signal Maintenance,44,2,2018,5,26
2018-05-26,Sewer Wastewater,34,3,2018,5,26
2018-05-27,Traffic Signal Maintenance,73,1,2018,5,27
2018-05-27,Street Hazard,32,2,2018,5,27
2018-05-27,Nuisance On Property,23,3,2018,5,27
2018-05-28,Sewer Wastewater,28,1,2018,5,28
2018-05-28,Street Hazard,24,2,2018,5,28
2018-05-28,Nuisance On Property,24,3,2018,5,28
2018-05-29,Container Problem,126,1,2018,5,29
