SR CREATE DATE,SR TYPE,count_sr_type,rank_no,call_year,call_month,call_day
2019-04-26,Container Problem,67,3,2019,4,26
2019-04-27,Missed Heavy Trash Pickup,58,1,2019,4,27
2019-04-27,Missed Garbage Pickup,45,2,2019,4,27
2019-04-27,Water Leak,33,3,2019,4,27
2019-04-28,Missed Heavy Trash Pickup,45,1,2019,4,28
2019-04-28,Sewer Wastewater,22,2,2019,4,28
2019-04-28,Water Leak,19,3,2019,4,28
2019-04-29,Missed Heavy Trash Pickup,166,1,2019,4,29
2019-04-29,Container Problem,101,2,2019,4,29
2019-04-29,Sewer Wastewater,85,3,2019,4,29
2019-04-30,Container Problem,114,1,2019,4,30
2019-04-30,Missed Heavy Trash Pickup,102,2,2019,4,30
2019-04-30,Missed Garbage Pickup,98,3,2019,4,30
2019-05-01,Missed Heavy Trash Pickup,86,1,2019,5,1
2019-05-01,Nuisance On Property,72,2,2019,5,1
2019-05-01,Traffic Signal Maintenance,70,3,2019,5,1
2019-05-02,Missed Heavy Trash Pickup,98,1,2019,5,2
2019-05-02,Missed Garbage Pickup,87,2,2019,5,2
2019-05-02,Container Problem,77,3,2019,5,2
2019-05-03,Missed Garbage Pickup,94,1,2019,5,3
2019-05-03,Missed Heavy Trash Pickup,86,2,2019,5,3
2019-05-03,Traffic Signal Maintenance,79,3,2019,5,3
2019-05-04,Traffic Signal Maintenance,120,1,2019,5,4
2019-05-04,Street Hazard,65,2,2019,5,4
2019-05-04,Missed Garbage Pickup,46,3,2019,5,4
2019-05-05,Traffic Signal Maintenance,33,1,2019,5,5
2019-05-05,Missed Heavy Trash Pickup,28,2,2019,5,5
2019-05-05,Sewer Wastewater,27,3,2019,5,5
2019-05-06,Container Problem,114,1,2019,5,6
2019-05-06,Missed Garbage Pickup,98,2,2019,5,6
2019-05-06,Missed Heavy Trash Pickup,94,3,2019,5,6
2019-05-07,Drainage,117,1,2019,5,7
2019-05-07,Missed Heavy Trash Pickup,117,2,2019,5,7
2019-05-07,Missed Garbage Pickup,91,3,2019,5,7
2019-05-08,Traffic Signal Maintenance,171,1,2019,5,8
2019-05-08,Drainage,113,2,2019,5,8
2019-05-08,Missed Heavy Trash Pickup,109,3,2019,5,8
2019-05-09,Storm Debris Collection,121,1,2019,5,9
2019-05-09,Drainage,117,2,2019,5,9
2019-05-09,Traffic Signal Maintenance,104,3,2019,5,9
2019-05-10,Traffic Signal Maintenance,264,1,2019,5,10
2019-05-10,Container Problem,215,2,2019,5,10
2019-05-10,Street Hazard,204,3,2019,5,10
2019-05-11,Traffic Signal Maintenance,71,1,2019,5,11
2019-05-11,Street Hazard,50,2,2019,5,11
2019-05-11,Sewer Wastewater,48,3,2019,5,11
2019-05-12,Traffic Signal Maintenance,45,1,2019,5,12
2019-05-12,Water Leak,27,2,2019,5,12
2019-05-12,Sewer Wastewater,22,3,2019,5,12
2019-05-13,Container Problem,178,1,2019,5,13
2019-05-13,Sewer Wastewater,124,2,2019,5,13
2019-05-13,Drainage,122,3,2019,5,13
2019-05-14,Nuisance On Property,226,1,2019,5,14
2019-05-14,Container Problem,137,2,2019,5,14
2019-05-14,Missed Garbage Pickup,133,3,2019,5,14
2019-05-15,Nuisance On Property,92,1,2019,5,15
2019-05-15,Container Problem,89,2,2019,5,15
2019-05-15,Flooding,88,3,2019,5,15
2019-05-16,Container Problem,96,1,2019,5,16
2019-05-16,Missed Heavy Trash Pickup,92,2,2019,5,16
2019-05-16,Nuisance On Property,89,3,2019,5,16
2019-05-17,Missed Garbage Pickup,115,1,2019,5,17
2019-05-17,Container Problem,82,2,2019,5,17
2019-05-17,Nuisance On Property,79,3,2019,5,17
2019-05-18,Missed Garbage Pickup,71,1,2019,5,18
2019-05-18,Sewer Wastewater,46,2,2019,5,18
2019-05-18,Traffic Signal Maintenance,35,3,2019,5,18
2019-05-19,Traffic Signal Maintenance,46,1,2019,5,19
2019-05-19,Sewer Wastewater,30,2,2019,5,19
2019-05-19,Heavy Trash Violation,22,3,2019,5,19
2019-05-20,Water Leak,107,1,2019,5,20
2019-05-20,Container Problem,103,2,2019,5,20
2019-05-20,Missed Garbage Pickup,101,3,2019,5,20
2019-05-21,Missed Garbage Pickup,146,1,2019,5,21
2019-05-21,Nuisance On Property,107,2,2019,5,21
2019-05-21,Container Problem,106,3,2019,5,21
2019-05-22,Nuisance On Property,106,1,2019,5,22
2019-05-22,Missed Heavy Trash Pickup,75,2,2019,5,22
2019-05-22,Missed Recycling Pickup,72,3,2019,5,22
2019-05-23,Nuisance On Property,90,1,2019,5,23
2019-05-23,Container Problem,84,2,2019,5,23
2019-05-23,Water Leak,74,3,2019,5,23
2019-05-24,Missed Garbage Pickup,134,1,2019,5,24
2019-05-24,Container Problem,72,2,2019,5,24
2019-05-24,SWM Escalation,71,3,2019,5,24
2019-05-25,Traffic Signal Maintenance,45,1,2019,5,25
2019-05-25,Water Leak,38,2,2019,5,25
2019-05-25,Sewer Wastewater,34,3,2019,5,25
2019-05-26,Nuisance On Property,53,1,2019,5,26
2019-05-26,Traffic Signal Maintenance,27,2,2019,5,26
2019-05-26,Water Leak,19,3,2019,5,26
2019-05-27,Nuisance On Property,45,1,2019,5,27
2019-05-27,Water Leak,41,2,2019,5,27
2019-05-27,Sewer Wastewater,27,3,2019,5,27
2019-05-28,Nuisance On Property,100,1,2019,5,28
2019-05-28,Container Problem,90,2,2019,5,28
2019-05-28,SWM Escalation,87,3,2019,5,28
2019-05-29,Missed Garbage Pickup,110,1,2019,5,29
2019-05-29,Water Leak,104,2,2019,5,29
2019-05-29,SWM Escalation,103,3,2019,5,29
2019-05-30,Missed Garbage Pickup,137,1,2019,5,30
2019-05-30,Container Problem,118,2,2019,5,30
2019-05-30,Missed Recycling Pickup,101,3,2019,5,30
2019-05-31,Missed Garbage Pickup,122,1,2019,5,31
2019-05-31,Container Problem,105,2,2019,5,31
2019-05-31,Missed Recycling Pickup,94,3,2019,5,31
2019-06-01,Nuisance On Property,53,1,2019,6,1
2019-06-01,Traffic Signal Maintenance,40,2,2019,6,1
2019-06-01,Water Leak,33,3,2019,6,1
2019-06-02,Heavy Trash Violation,42,1,2019,6,2
2019-06-02,Water Leak,41,2,2019,6,2
2019-06-02,Traffic Signal Maintenance,37,3,2019,6,2
2019-06-03,Container Problem,103,1,2019,6,3
2019-06-03,Water Leak,90,2,2019,6,3
2019-06-03,SWM Escalation,84,3,2019,6,3
2019-06-04,Missed Garbage Pickup,141,1,2019,6,4
2019-06-04,Container Problem,128,2,2019,6,4
2019-06-04,Drainage,94,3,2019,6,4
2019-06-05,Traffic Signal Maintenance,123,1,2019,6,5
2019-06-05,Drainage,110,2,2019,6,5
2019-06-05,Sewer Wastewater,83,3,2019,6,5
2019-06-06,Missed Garbage Pickup,102,1,2019,6,6
2019-06-06,Container Problem,83,2,2019,6,6
2019-06-06,Drainage,79,3,2019,6,6
2019-06-07,Missed Garbage Pickup,107,1,2019,6,7
2019-06-07,Nuisance On Property,81,2,2019,6,7
2019-06-07,Container Problem,81,3,2019,6,7
2019-06-08,Missed Heavy Trash Pickup,55,1,2019,6,8
2019-06-08,Water Leak,33,2,2019,6,8
2019-06-08,Traffic Signal Maintenance,27,3,2019,6,8
2019-06-09,Traffic Signal Maintenance,43,1,2019,6,9
2019-06-09,Nuisance On Property,43,2,2019,6,9
2019-06-09,Water Leak,26,3,2019,6,9
2019-06-10,Nuisance On Property,131,1,2019,6,10
2019-06-10,Container Problem,108,2,2019,6,10
2019-06-10,SWM Escalation,99,3,2019,6,10
2019-06-11,Nuisance On Property,140,1,2019,6,11
2019-06-11,Container Problem,130,2,2019,6,11
2019-06-11,Missed Garbage Pickup,117,3,2019,6,11
2019-06-12,Missed Heavy Trash Pickup,107,1,2019,6,12
2019-06-12,Nuisance On Property,99,2,2019,6,12
2019-06-12,Container Problem,75,3,2019,6,12
2019-06-13,Nuisance On Property,147,1,2019,6,13
2019-06-13,Missed Heavy Trash Pickup,135,2,2019,6,13
2019-06-13,Container Problem,81,3,2019,6,13
2019-06-14,Missed Heavy Trash Pickup,121,1,2019,6,14
2019-06-14,Nuisance On Property,89,2,2019,6,14
2019-06-14,Missed Garbage Pickup,88,3,2019,6,14
2019-06-15,Missed Heavy Trash Pickup,72,1,2019,6,15
2019-06-15,Traffic Signal Maintenance,51,2,2019,6,15
2019-06-15,Water Leak,45,3,2019,6,15
2019-06-16,Missed Heavy Trash Pickup,74,1,2019,6,16
2019-06-16,Traffic Signal Maintenance,72,2,2019,6,16
2019-06-16,Water Leak,33,3,2019,6,16
2019-06-17,Missed Heavy Trash Pickup,114,1,2019,6,17
2019-06-17,Traffic Signal Maintenance,108,2,2019,6,17
2019-06-17,SWM Escalation,101,3,2019,6,17
2019-06-18,Missed Heavy Trash Pickup,135,1,2019,6,18
2019-06-18,Container Problem,118,2,2019,6,18
2019-06-18,Missed Garbage Pickup,113,3,2019,6,18
2019-06-19,Missed Heavy Trash Pickup,122,1,2019,6,19
2019-06-19,Nuisance On Property,116,2,2019,6,19
2019-06-19,Water Leak,80,3,2019,6,19
2019-06-20,Missed Heavy Trash Pickup,180,1,2019,6,20
2019-06-20,Nuisance On Property,107,2,2019,6,20
2019-06-20,SWM Escalation,99,3,2019,6,20
2019-06-21,Missed Heavy Trash Pickup,121,1,2019,6,21
2019-06-21,Container Problem,101,2,2019,6,21
2019-06-21,Missed Garbage Pickup,90,3,2019,6,21
2019-06-22,Missed Heavy Trash Pickup,63,1,2019,6,22
2019-06-22,Container Problem,30,2,2019,6,22
2019-06-22,Missed Garbage Pickup,30,3,2019,6,22
2019-06-23,Traffic Signal Maintenance,53,1,2019,6,23
2019-06-23,Missed Heavy Trash Pickup,49,2,2019,6,23
2019-06-23,Nuisance On Property,46,3,2019,6,23
2019-06-24,Missed Heavy Trash Pickup,246,1,2019,6,24
2019-06-24,Traffic Signal Maintenance,135,2,2019,6,24
2019-06-24,Container Problem,119,3,2019,6,24
2019-06-25,Container Problem,124,1,2019,6,25
2019-06-25,Missed Garbage Pickup,118,2,2019,6,25
2019-06-25,Missed Heavy Trash Pickup,88,3,2019,6,25
2019-06-26,Missed Heavy Trash Pickup,103,1,2019,6,26
2019-06-26,Nuisance On Property,95,2,2019,6,26
2019-06-26,Missed Recycling Pickup,79,3,2019,6,26
2019-06-27,Missed Heavy Trash Pickup,128,1,2019,6,27
2019-06-27,Nuisance On Property,91,2,2019,6,27
2019-06-27,Container Problem,90,3,2019,6,27
2019-06-28,Missed Heavy Trash Pickup,109,1,2019,6,28
2019-06-28,Missed Garbage Pickup,106,2,2019,6,28
2019-06-28,Container Problem,104,3,2019,6,28
2019-06-29,Missed Heavy Trash Pickup,89,1,2019,6,29
2019-06-29,Traffic Signal Maintenance,65,2,2019,6,29
2019-06-29,Missed Garbage Pickup,43,3,2019,6,29
2019-06-30,Missed Heavy Trash Pickup,48,1,2019,6,30
2019-06-30,Traffic Signal Maintenance,35,2,2019,6,30
2019-06-30,Water Leak,30,3,2019,6,30
2019-07-01,Missed Heavy Trash Pickup,170,1,2019,7,1
2019-07-01,Nuisance On Property,167,2,2019,7,1
2019-07-01,Container Problem,129,3,2019,7,1
2019-07-02,Missed Heavy Trash Pickup,177,1,2019,7,2
2019-07-02,Missed Garbage Pickup,147,2,2019,7,2
2019-07-02,Missed Recycling Pickup,142,3,2019,7,2
2019-07-03,Missed Heavy Trash Pickup,175,1,2019,7,3
2019-07-03,Missed Garbage Pickup,94,2,2019,7,3
2019-07-03,Nuisance On Property,82,3,2019,7,3
2019-07-04,Traffic Signal Maintenance,46,1,2019,7,4
2019-07-04,Nuisance On Property,29,2,2019,7,4
2019-07-04,Water Leak,28,3,2019,7,4
2019-07-05,Missed Heavy Trash Pickup,148,1,2019,7,5
2019-07-05,Missed Garbage Pickup,81,2,2019,7,5
2019-07-05,Water Leak,76,3,2019,7,5
2019-07-06,Missed Garbage Pickup,90,1,2019,7,6
2019-07-06,Missed Heavy Trash Pickup,48,2,2019,7,6
2019-07-06,Nuisance On Property,46,3,2019,7,6
2019-07-07,Parking Violation,57,1,2019,7,7
2019-07-07,Missed Garbage Pickup,40,2,2019,7,7
2019-07-07,Missed Heavy Trash Pickup,40,3,2019,7,7
2019-07-08,Missed Heavy Trash Pickup,159,1,2019,7,8
2019-07-08,Container Problem,116,2,2019,7,8
2019-07-08,Missed Garbage Pickup,96,3,2019,7,8
2019-07-09,Missed Heavy Trash Pickup,167,1,2019,7,9
2019-07-09,Nuisance On Property,153,2,2019,7,9
2019-07-09,Missed Garbage Pickup,150,3,2019,7,9
2019-07-10,Missed Heavy Trash Pickup,183,1,2019,7,10
2019-07-10,Missed Recycling Pickup,135,2,2019,7,10
2019-07-10,Nuisance On Property,89,3,2019,7,10
2019-07-11,Missed Heavy Trash Pickup,150,1,2019,7,11
2019-07-11,Missed Recycling Pickup,87,2,2019,7,11
2019-07-11,Container Problem,81,3,2019,7,11
2019-07-12,Missed Garbage Pickup,121,1,2019,7,12
2019-07-12,Missed Heavy Trash Pickup,119,2,2019,7,12
2019-07-12,Missed Recycling Pickup,99,3,2019,7,12
2019-07-13,Missed Heavy Trash Pickup,68,1,2019,7,13
2019-07-13,Water Leak,46,2,2019,7,13
2019-07-13,Missed Recycling Pickup,43,3,2019,7,13
2019-07-14,Nuisance On Property,43,1,2019,7,14
2019-07-14,Water Leak,38,2,2019,7,14
2019-07-14,Unclassified 311 Web Request,31,3,2019,7,14
2019-07-15,Missed Heavy Trash Pickup,127,1,2019,7,15
2019-07-15,Container Problem,127,2,2019,7,15
2019-07-15,Nuisance On Property,100,3,2019,7,15
2019-07-16,Missed Garbage Pickup,131,1,2019,7,16
2019-07-16,Missed Recycling Pickup,108,2,2019,7,16
2019-07-16,Container Problem,102,3,2019,7,16
2019-07-17,Nuisance On Property,117,1,2019,7,17
2019-07-17,Missed Heavy Trash Pickup,98,2,2019,7,17
2019-07-17,Container Problem,84,3,2019,7,17
2019-07-18,Nuisance On Property,111,1,2019,7,18
2019-07-18,Missed Heavy Trash Pickup,104,2,2019,7,18
2019-07-18,Water Leak,90,3,2019,7,18
2019-07-19,Missed Garbage Pickup,100,1,2019,7,19
2019-07-19,Missed Heavy Trash Pickup,89,2,2019,7,19
2019-07-19,Water Leak,87,3,2019,7,19
2019-07-20,Missed Garbage Pickup,52,1,2019,7,20
2019-07-20,Water Leak,32,2,2019,7,20
2019-07-20,Sewer Wastewater,29,3,2019,7,20
2019-07-21,Water Leak,41,1,2019,7,21
2019-07-21,Traffic Signal Maintenance,33,2,2019,7,21
2019-07-21,Heavy Trash Violation,21,3,2019,7,21
2019-07-22,Nuisance On Property,130,1,2019,7,22
2019-07-22,Missed Garbage Pickup,106,2,2019,7,22
2019-07-22,Container Problem,102,3,2019,7,22
2019-07-23,Container Problem,128,1,2019,7,23
2019-07-23,Missed Garbage Pickup,106,2,2019,7,23
2019-07-23,Nuisance On Property,88,3,2019,7,23
2019-07-24,Container Problem,82,1,2019,7,24
2019-07-24,Water Leak,68,2,2019,7,24
2019-07-24,Missed Heavy Trash Pickup,67,3,2019,7,24
2019-07-25,Nuisance On Property,81,1,2019,7,25
2019-07-25,Traffic Signal Maintenance,75,2,2019,7,25
2019-07-25,Water Leak,74,3,2019,7,25
2019-07-26,Missed Garbage Pickup,114,1,2019,7,26
2019-07-26,Water Leak,94,2,2019,7,26
2019-07-26,Container Problem,79,3,2019,7,26
2019-07-27,Water Leak,51,1,2019,7,27
2019-07-27,Missed Garbage Pickup,46,2,2019,7,27
2019-07-27,Traffic Signal Maintenance,40,3,2019,7,27
2019-07-28,Water Leak,39,1,2019,7,28
2019-07-28,Nuisance On Property,34,2,2019,7,28
2019-07-28,Traffic Signal Maintenance,29,3,2019,7,28
2019-07-29,Container Problem,97,1,2019,7,29
2019-07-29,Water Leak,96,2,2019,7,29
2019-07-29,Nuisance On Property,93,3,2019,7,29
2019-07-30,Missed Recycling Pickup,157,1,2019,7,30
2019-07-30,Missed Garbage Pickup,120,2,2019,7,30
2019-07-30,Traffic Signal Maintenance,98,3,2019,7,30
2019-07-31,Missed Recycling Pickup,100,1,2019,7,31
2019-07-31,Missed Garbage Pickup,92,2,2019,7,31
2019-07-31,Water Leak,90,3,2019,7,31
2019-08-01,Container Problem,95,1,2019,8,1
2019-08-01,Water Leak,87,2,2019,8,1
2019-08-01,Missed Garbage Pickup,85,3,2019,8,1
2019-08-02,Water Leak,89,1,2019,8,2
2019-08-02,Missed Garbage Pickup,86,2,2019,8,2
2019-08-02,Container Problem,78,3,2019,8,2
2019-08-03,Water Leak,44,1,2019,8,3
2019-08-03,Sewer Wastewater,31,2,2019,8,3
2019-08-03,Water Service,30,3,2019,8,3
2019-08-04,Water Leak,35,1,2019,8,4
2019-08-04,Traffic Signal Maintenance,30,2,2019,8,4
2019-08-04,Dead Animal Collection,22,3,2019,8,4
2019-08-05,Container Problem,97,1,2019,8,5
2019-08-05,Water Leak,86,2,2019,8,5
2019-08-05,Nuisance On Property,84,3,2019,8,5
2019-08-06,Missed Garbage Pickup,123,1,2019,8,6
2019-08-06,Container Problem,106,2,2019,8,6
2019-08-06,Water Leak,87,3,2019,8,6
2019-08-07,Nuisance On Property,92,1,2019,8,7
2019-08-07,Water Leak,85,2,2019,8,7
2019-08-07,Container Problem,73,3,2019,8,7
2019-08-08,Water Leak,93,1,2019,8,8
2019-08-08,Container Problem,80,2,2019,8,8
2019-08-08,Missed Heavy Trash Pickup,77,3,2019,8,8
2019-08-09,Missed Garbage Pickup,111,1,2019,8,9
2019-08-09,Container Problem,94,2,2019,8,9
2019-08-09,Nuisance On Property,89,3,2019,8,9
2019-08-10,Traffic Signal Maintenance,49,1,2019,8,10
2019-08-10,Water Leak,48,2,2019,8,10
2019-08-10,Missed Garbage Pickup,44,3,2019,8,10
2019-08-11,Water Leak,33,1,2019,8,11
2019-08-11,Water Quality,28,2,2019,8,11
2019-08-11,Traffic Signal Maintenance,26,3,2019,8,11
2019-08-12,Container Problem,111,1,2019,8,12
2019-08-12,Water Leak,109,2,2019,8,12
2019-08-12,Nuisance On Property,90,3,2019,8,12
2019-08-13,Missed Garbage Pickup,129,1,2019,8,13
2019-08-13,Missed Recycling Pickup,123,2,2019,8,13
2019-08-13,Container Problem,101,3,2019,8,13
2019-08-14,Water Leak,97,1,2019,8,14
2019-08-14,Traffic Signal Maintenance,82,2,2019,8,14
2019-08-14,Missed Recycling Pickup,79,3,2019,8,14
2019-08-15,Traffic Signal Maintenance,128,1,2019,8,15
2019-08-15,Water Leak,113,2,2019,8,15
2019-08-15,Missed Heavy Trash Pickup,81,3,2019,8,15
2019-08-16,Water Leak,114,1,2019,8,16
2019-08-16,Missed Garbage Pickup,112,2,2019,8,16
2019-08-16,Container Problem,86,3,2019,8,16
2019-08-17,Water Leak,53,1,2019,8,17
2019-08-17,Traffic Signal Maintenance,38,2,2019,8,17
2019-08-17,Missed Recycling Pickup,27,3,2019,8,17
2019-08-18,Water Leak,35,1,2019,8,18
2019-08-18,Traffic Signal Maintenance,30,2,2019,8,18
2019-08-18,Sewer Wastewater,22,3,2019,8,18
2019-08-19,Container Problem,98,1,2019,8,19
2019-08-19,Water Leak,95,2,2019,8,19
2019-08-19,Nuisance On Property,78,3,2019,8,19
2019-08-20,Missed Garbage Pickup,100,1,2019,8,20
2019-08-20,Container Problem,97,2,2019,8,20
2019-08-20,Water Leak,79,3,2019,8,20
2019-08-21,Nuisance On Property,99,1,2019,8,21
2019-08-21,Container Problem,84,2,2019,8,21
2019-08-21,Missed Garbage Pickup,79,3,2019,8,21
2019-08-22,Water Leak,95,1,2019,8,22
2019-08-22,Container Problem,89,2,2019,8,22
2019-08-22,Traffic Signal Maintenance,60,3,2019,8,22
2019-08-23,Missed Garbage Pickup,89,1,2019,8,23
2019-08-23,Container Problem,81,2,2019,8,23
2019-08-23,Nuisance On Property,74,3,2019,8,23
2019-08-24,Missed Garbage Pickup,43,1,2019,8,24
2019-08-24,Water Leak,38,2,2019,8,24
2019-08-24,Missed Recycling Pickup,35,3,2019,8,24
2019-08-25,Traffic Signal Maintenance,40,1,2019,8,25
2019-08-25,Water Leak,34,2,2019,8,25
2019-08-25,Sewer Wastewater,31,3,2019,8,25
2019-08-26,Water Leak,99,1,2019,8,26
2019-08-26,Nuisance On Property,90,2,2019,8,26
2019-08-26,Container Problem,88,3,2019,8,26
2019-08-27,Missed Recycling Pickup,130,1,2019,8,27
2019-08-27,Water Leak,107,2,2019,8,27
2019-08-27,Missed Garbage Pickup,99,3,2019,8,27
2019-08-28,Traffic Signal Maintenance,141,1,2019,8,28
2019-08-28,Nuisance On Property,111,2,2019,8,28
2019-08-28,Street Hazard,103,3,2019,8,28
2019-08-29,Traffic Signal Maintenance,142,1,2019,8,29
2019-08-29,Water Leak,88,2,2019,8,29
2019-08-29,Container Problem,86,3,2019,8,29
2019-08-30,Missed Garbage Pickup,92,1,2019,8,30
2019-08-30,Water Leak,82,2,2019,8,30
2019-08-30,Container Problem,74,3,2019,8,30
2019-08-31,Missed Recycling Pickup,44,1,2019,8,31
2019-08-31,Water Leak,42,2,2019,8,31
2019-08-31,Traffic Signal Maintenance,31,3,2019,8,31
2019-09-01,Water Leak,44,1,2019,9,1
2019-09-01,Traffic Signal Maintenance,37,2,2019,9,1
2019-09-01,Sewer Wastewater,33,3,2019,9,1
2019-09-02,Nuisance On Property,41,1,2019,9,2
2019-09-02,Sewer Wastewater,33,2,2019,9,2
2019-09-02,Traffic Signal Maintenance,32,3,2019,9,2
2019-09-03,Container Problem,113,1,2019,9,3
2019-09-03,Water Leak,104,2,2019,9,3
2019-09-03,Water Service,83,3,2019,9,3
2019-09-04,Nuisance On Property,120,1,2019,9,4
2019-09-04,Missed Garbage Pickup,112,2,2019,9,4
2019-09-04,Container Problem,100,3,2019,9,4
2019-09-05,Container Problem,105,1,2019,9,5
2019-09-05,Missed Recycling Pickup,93,2,2019,9,5
2019-09-05,Nuisance On Property,92,3,2019,9,5
2019-09-06,Missed Recycling Pickup,130,1,2019,9,6
2019-09-06,Missed Garbage Pickup,100,2,2019,9,6
2019-09-06,Container Problem,83,3,2019,9,6
2019-09-07,Water Leak,49,1,2019,9,7
2019-09-07,Missed Recycling Pickup,44,2,2019,9,7
2019-09-07,Sewer Wastewater,37,3,2019,9,7
2019-09-08,Water Leak,50,1,2019,9,8
2019-09-08,Traffic Signal Maintenance,27,2,2019,9,8
2019-09-08,Sewer Wastewater,19,3,2019,9,8
2019-09-09,Nuisance On Property,101,1,2019,9,9
2019-09-09,Water Leak,97,2,2019,9,9
2019-09-09,Container Problem,79,3,2019,9,9
2019-09-10,Missed Garbage Pickup,123,1,2019,9,10
2019-09-10,Traffic Signal Maintenance,110,2,2019,9,10
2019-09-10,Water Leak,105,3,2019,9,10
2019-09-11,Traffic Signal Maintenance,79,1,2019,9,11
2019-09-11,Missed Garbage Pickup,77,2,2019,9,11
2019-09-11,Water Leak,69,3,2019,9,11
2019-09-12,Water Leak,95,1,2019,9,12
2019-09-12,Traffic Signal Maintenance,79,2,2019,9,12
2019-09-12,Missed Garbage Pickup,68,3,2019,9,12
2019-09-13,Missed Garbage Pickup,99,1,2019,9,13
2019-09-13,Water Leak,86,2,2019,9,13
2019-09-13,Container Problem,71,3,2019,9,13
2019-09-14,Water Leak,45,1,2019,9,14
2019-09-14,Missed Garbage Pickup,41,2,2019,9,14
2019-09-14,Sewer Wastewater,36,3,2019,9,14
2019-09-15,Water Leak,57,1,2019,9,15
2019-09-15,Sewer Wastewater,37,2,2019,9,15
2019-09-15,Traffic Signal Maintenance,27,3,2019,9,15
2019-09-16,Water Leak,114,1,2019,9,16
2019-09-16,Missed Garbage Pickup,88,2,2019,9,16
2019-09-16,Nuisance On Property,75,3,2019,9,16
2019-09-17,Traffic Signal Maintenance,137,1,2019,9,17
2019-09-17,Missed Garbage Pickup,104,2,2019,9,17
2019-09-17,Nuisance On Property,100,3,2019,9,17
2019-09-18,Traffic Signal Maintenance,164,1,2019,9,18
2019-09-18,Sewer Wastewater,104,2,2019,9,18
2019-09-18,Street Hazard,98,3,2019,9,18
2019-09-19,Drainage,168,1,2019,9,19
2019-09-19,Flooding,162,2,2019,9,19
2019-09-19,Container Problem,147,3,2019,9,19
2019-09-20,Container Problem,355,1,2019,9,20
2019-09-20,Traffic Signal Maintenance,217,2,2019,9,20
2019-09-20,Recycling Cart Repair or Replace,138,3,2019,9,20
2019-09-21,Container Problem,104,1,2019,9,21
2019-09-21,Traffic Signal Maintenance,89,2,2019,9,21
2019-09-21,Missed Garbage Pickup,78,3,2019,9,21
2019-09-22,Drainage,53,1,2019,9,22
2019-09-22,Container Problem,53,2,2019,9,22
2019-09-22,Traffic Signal Maintenance,47,3,2019,9,22
2019-09-23,Container Problem,252,1,2019,9,23
2019-09-23,Drainage,134,2,2019,9,23
2019-09-23,Storm Debris Collection,122,3,2019,9,23
2019-09-24,Container Problem,174,1,2019,9,24
2019-09-24,Nuisance On Property,155,2,2019,9,24
2019-09-24,Missed Garbage Pickup,121,3,2019,9,24
2019-09-25,Water Leak,116,1,2019,9,25
2019-09-25,Container Problem,115,2,2019,9,25
2019-09-25,Drainage,92,3,2019,9,25
2019-09-26,Flooding,150,1,2019,9,26
2019-09-26,Container Problem,140,2,2019,9,26
2019-09-26,Nuisance On Property,90,3,2019,9,26
2019-09-27,Container Problem,106,1,2019,9,27
2019-09-27,Missed Garbage Pickup,96,2,2019,9,27
2019-09-27,Nuisance On Property,76,3,2019,9,27
2019-09-28,Sewer Wastewater,39,1,2019,9,28
2019-09-28,Water Leak,36,2,2019,9,28
2019-09-28,Traffic Signal Maintenance,32,3,2019,9,28
2019-09-29,Water Leak,47,1,2019,9,29
2019-09-29,Sewer Wastewater,25,2,2019,9,29
2019-09-29,Container Problem,25,3,2019,9,29
2019-09-30,Nuisance On Property,100,1,2019,9,30
2019-09-30,Container Problem,98,2,2019,9,30
2019-09-30,Water Leak,85,3,2019,9,30
